# ----------------------------------------
# Retention
# Account: Default Account for Firebase
# Property: ravamate
# ----------------------------------------
#  
# Start date: 20241001
# End date: 20260911
Nth day,New users
0357,9
0358,4
0359,10
0360,11
0361,3
0362,1
0363,15
0364,6
0365,15
0366,6
0367,8
0368,2
0369,0
0370,3
0371,4
0372,5
0373,1
0374,4
0375,0
0376,1
0377,3
0378,8
0379,17
0380,10
0381,6
0382,1
0383,2
0384,8
0385,6
0386,8
0387,12
0388,5
0389,5
0390,3
0391,11
0392,5
0393,5
0394,4
0395,4
0396,1
0397,0
0398,4
0399,1
0400,2
0401,3
0402,3
0403,4
0404,1
0405,2
0406,4
0407,10
0408,13
0409,9
0410,7
0411,3
0412,33
0413,27
0414,21
0415,19
0416,15
0417,16
0418,3
0419,34
0420,41
0421,38
0422,36
0423,38
0424,27
0425,4
0426,49
0427,53
0428,51
0429,53
0430,54
0431,47
0432,9
0433,42
0434,52
0435,53
0436,54
0437,54
0438,35
0439,7
0440,46
0441,55
0442,49
0443,51
0444,43
0445,42
0446,5
0447,39
0448,40
0449,31
0450,2
0451,22
0452,29
0453,2
0454,13
0455,10
0456,5
0457,0
0458,20
0459,22
0460,5
0461,42
0462,45
0463,45
0464,47
0465,46
0466,39
0467,6
0468,45
0469,47
0470,44
0471,46
0472,43
0473,43
0474,11
0475,69
0476,81
0477,80
0478,83
0479,83
0480,75
0481,26
0482,88
0483,93
0484,92
0485,95
0486,91
0487,93
0488,24
0489,100
0490,106
0491,109
0492,117
0493,118
0494,123
0495,27
0496,133
0497,142
0498,124
0499,120
0500,123
0501,115
0502,28
0503,128
0504,126
0505,143
0506,144
0507,140
0508,140
0509,35
0510,149
0511,151
0512,163
0513,163
0514,167
0515,155
0516,32
0517,156
0518,184
0519,194
0520,188
0521,189
0522,167
0523,32
0524,194
0525,203
0526,211
0527,210
0528,212
0529,193
0530,42
0531,222
0532,224
0533,233
0534,225
0535,197
0536,193
0537,36
0538,241
0539,250
0540,245
0541,246
0542,255
0543,243
0544,51
0545,241
0546,251
0547,230
0548,32
0549,13
0550,22
0551,30
0552,246
0553,255
0554,266
0555,258
0556,277
0557,228
0558,34
0559,260
0560,270
0561,282
0562,281
0563,284
0564,230
0565,53
0566,286
0567,286
0568,299
0569,303
0570,301
0571,242
0572,49
0573,306
0574,312
0575,304
0576,323
0577,244
0578,182
0579,53
0580,314
0581,317
0582,315
0583,309
0584,310
0585,234
0586,30
0587,303
0588,322
0589,319
0590,308
0591,320
0592,214
0593,52
0594,309
0595,319
0596,320
0597,324
0598,315
0599,250
0600,48
0601,316
0602,324
0603,300
0604,320
0605,321
0606,235
0607,48
0608,309
0609,324
0610,324
0611,319
0612,310
0613,270
0614,58
0615,319
0616,331
0617,331
0618,328
0619,287
0620,226
0621,56
0622,327
0623,335
0624,344
0625,342
0626,334
0627,295
0628,71
0629,336
0630,360
0631,368
0632,358
0633,366
0634,336
0635,76
0636,361
0637,372
0638,374
0639,367
0640,366
0641,337
0642,73
0643,382
0644,390
0645,390
0646,391
0647,386
0648,339
0649,87
0650,384
0651,383
0652,387
0653,376
0654,382
0655,333
0656,74
0657,393
0658,401
0659,398
0660,399
0661,405
0662,367
0663,76
0664,396
0665,407
0666,413
0667,422
0668,420
0669,378
0670,92
0671,409
0672,424
0673,425
0674,412
0675,432
0676,394
0677,90
0678,455
0679,461
0680,485
0681,505
0682,513
0683,476
0684,105
0685,534
0686,554
0687,591
0688,620
0689,645
0690,581
0691,164
0692,657
0693,676
0694,673
0695,681
0696,664
0697,641
0698,175
0699,573
0700,654
0701,679
0702,665
0703,675
0704,569
0705,149
0706,661
0707,675
0708,676
0709,643
0710,0

#  
# Start date: 20241001
# End date: 20260911
Cohort,Day 1,Day 7,Day 30
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,0,0,0
70,0,0,0
71,0,0,0
72,0,0,0
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,0,0,0
78,0,0,0
79,0,0,0
80,0,0,0
81,0,0,0
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
86,0,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,0,0,0
91,0,0,0
92,0,0,0
93,0,0,0
94,0,0,0
95,0,0,0
96,0,0,0
97,0,0,0
98,0,0,0
99,0,0,0
100,0,0,0
101,0,0,0
102,0,0,0
103,0,0,0
104,0,0,0
105,0,0,0
106,0,0,0
107,0,0,0
108,0,0,0
109,0,0,0
110,0,0,0
111,0,0,0
112,0,0,0
113,0,0,0
114,0,0,0
115,0,0,0
116,0,0,0
117,0,0,0
118,0,0,0
119,0,0,0
120,0,0,0
121,0,0,0
122,0,0,0
123,0,0,0
124,0,0,0
125,0,0,0
126,0,0,0
127,0,0,0
128,0,0,0
129,0,0,0
130,0,0,0
131,0,0,0
132,0,0,0
133,0,0,0
134,0,0,0
135,0,0,0
136,0,0,0
137,0,0,0
138,0,0,0
139,0,0,0
140,0,0,0
141,0,0,0
142,0,0,0
143,0,0,0
144,0,0,0
145,0,0,0
146,0,0,0
147,0,0,0
148,0,0,0
149,0,0,0
150,0,0,0
151,0,0,0
152,0,0,0
153,0,0,0
154,0,0,0
155,0,0,0
156,0,0,0
157,0,0,0
158,0,0,0
159,0,0,0
160,0,0,0
161,0,0,0
162,0,0,0
163,0,0,0
164,0,0,0
165,0,0,0
166,0,0,0
167,0,0,0
168,0,0,0
169,0,0,0
170,0,0,0
171,0,0,0
172,0,0,0
173,0,0,0
174,0,0,0
175,0,0,0
176,0,0,0
177,0,0,0
178,0,0,0
179,0,0,0
180,0,0,0
181,0,0,0
182,0,0,0
183,0,0,0
184,0,0,0
185,0,0,0
186,0,0,0
187,0,0,0
188,0,0,0
189,0,0,0
190,0,0,0
191,0,0,0
192,0,0,0
193,0,0,0
194,0,0,0
195,0,0,0
196,0,0,0
197,0,0,0
198,0,0,0
199,0,0,0
200,0,0,0
201,0,0,0
202,0,0,0
203,0,0,0
204,0,0,0
205,0,0,0
206,0,0,0
207,0,0,0
208,0,0,0
209,0,0,0
210,0,0,0
211,0,0,0
212,0,0,0
213,0,0,0
214,0,0,0
215,0,0,0
216,0,0,0
217,0,0,0
218,0,0,0
219,0,0,0
220,0,0,0
221,0,0,0
222,0,0,0
223,0,0,0
224,0,0,0
225,0,0,0
226,0,0,0
227,0,0,0
228,0,0,0
229,0,0,0
230,0,0,0
231,0,0,0
232,0,0,0
233,0,0,0
234,0,0,0
235,0,0,0
236,0,0,0
237,0,0,0
238,0,0,0
239,0,0,0
240,0,0,0
241,0,0,0
242,0,0,0
243,0,0,0
244,0,0,0
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
256,0,0,0
257,0,0,0
258,0,0,0
259,0,0,0
260,0,0,0
261,0,0,0
262,0,0,0
263,0,0,0
264,0,0,0
265,0,0,0
266,0,0,0
267,0,0,0
268,0,0,0
269,0,0,0
270,0,0,0
271,0,0,0
272,0,0,0
273,0,0,0
274,0,0,0
275,0,0,0
276,0,0,0
277,0,0,0
278,0,0,0
279,0,0,0
280,0,0,0
281,0,0,0
282,0,0,0
283,0,0,0
284,0,0,0
285,0,0,0
286,0.4,0.2,0
287,0,0,0
288,0.16666666666666666,0,0.16666666666666666
289,0,0,0
290,0.5,0,0
291,0,0,0
292,0,0,0
293,0.75,0.25,0
294,0.6,0.2,0
295,0.5,0,0
296,0.5,0,0
297,0,0,0
298,0,0,0
299,0,0,0
300,0.16666666666666666,0,0
301,1,0,0
302,1,0,0
303,0.3333333333333333,0,0
304,0,0,0
305,0,0,0
306,0.5,0,0
307,0.2,0,0
308,0,0,0
309,1,0,0
310,0.4,0,0
311,0.3333333333333333,0,0
312,0,0,0
313,0,0,0
314,0.2,0.1,0
315,0.16666666666666666,0,0
316,0.25,0,0
317,0.25,0,0
318,0.2,0,0
319,0.5,0,0
320,0,0,0
321,0.16666666666666666,0,0
322,0.3333333333333333,0,0
323,0.3333333333333333,0,0
324,0.6666666666666666,0,0
325,0,0,0
326,0,0,0
327,0,0,0
328,1,0,0
329,0.25,0,0
330,0.3333333333333333,0,0
331,0.4,0.2,0
332,0.25,0,0
333,0,0,0
334,0,0,0
335,0,0,0
336,0.125,0,0
337,0,0,0
338,0.6,0.2,0
339,1,0,0
340,0,0,0
341,0,0,0
342,0,0,0
343,0,0,0
344,0.5,0,0
345,0,0,0
346,0,0,0
347,0,0,0
348,0,0,0
349,0.1111111111111111,0,0
350,0.25,0,0
351,0.42857142857142855,0,0
352,1,0,0
353,0.25,0.25,0
354,0,0,0
355,0,0,0
356,0,0,0
357,0.16666666666666666,0,0
358,0,0,0
359,0.25,0,0
360,0.125,0.125,0
361,0,0,0
362,0,0,0
363,0.2222222222222222,0,0
364,0,0,0
365,0.14285714285714285,0,0
366,0.6666666666666666,0,0
367,0.2,0,0
368,0,0,0
369,0,0,0
370,0,0,0
371,0,0,0
372,0.5,0,0
373,0,0,0
374,0,0,0
375,0,0,0
376,0,0,0
377,0,0,0
378,1,0,0
379,0.125,0,0
380,0.2857142857142857,0.14285714285714285,0
381,0,0,0
382,0,0,0
383,0,0,0
384,1,0,0
385,0.6666666666666666,0,0
386,0.5,0.16666666666666666,0.16666666666666666
387,0.5714285714285714,0.2857142857142857,0.2857142857142857
388,0,0,0
389,0.5,0,0
390,1,0,0
391,1,0,1
392,0,0,0
393,0,0,0
394,0,0,0
395,0,0,0
396,0,0,0
397,0,0,0
398,0,0,0
399,0,0,0
400,0,0,0
401,0,0,0
402,0,0,0
403,0,0,0
404,0,0,0
405,0,0,0
406,1,1,1
407,0.6666666666666666,0.5555555555555556,0.4444444444444444
408,0.3333333333333333,0,0
409,0,0,0
410,0.6666666666666666,0,0
411,0.75,0,0.5
412,0.42424242424242425,0.36363636363636365,0.6363636363636364
413,1,0,0
414,1,0,0
415,0,0,0
416,0,0,0
417,1,0,0
418,0,0,0
419,0.47058823529411764,0.23529411764705882,0.23529411764705882
420,0.8333333333333334,0.6666666666666666,0.16666666666666666
421,0.5,0,0
422,0.5,0,0
423,0.5,0,0
424,0,0,0
425,1,0,0
426,0.5625,0.4375,0
427,0.75,0.5,0
428,1,1,0
429,0.3333333333333333,0,0
430,0,0,0
431,0,0,0
432,0,0,0
433,1,0,0
434,0,0,0
435,0.3333333333333333,0,0
436,0,0,0
437,0,0,0
438,0,0,0
439,0,0,0
440,0,0,0
441,0.09090909090909091,0.09090909090909091,0.09090909090909091
442,0.5,0,0
443,0.3333333333333333,0,0
444,0,0,0
445,0,0,0
446,0,0,0
447,0,0,0
448,0,0,0
449,0,0,0
450,0,0,0
451,0,0,0
452,0,0,0
453,0,0,0
454,0,0,0
455,0,0,0
456,0,0,0
457,0,0,0
458,0,0,0
459,0,0,0
460,0,0,0
461,0,0,0
462,0.3333333333333333,0,0
463,0,0,0
464,0.25,0,0
465,0,0,0
466,0,0,0
467,0,0,0
468,0,0,0
469,0,0,0
470,0,0,0
471,0,0,0
472,0,0,0
473,0.18181818181818182,0.8181818181818182,0.6363636363636364
474,0.2727272727272727,0.36363636363636365,0.45454545454545453
475,0.7037037037037037,0.6296296296296297,0.6296296296296297
476,0.6666666666666666,0.6666666666666666,0.5
477,0.75,0.25,0.25
478,0,0,0
479,1,0.5,0
480,0,0.5,0.5
481,0,0,0
482,0.7142857142857143,0.7142857142857143,0.7142857142857143
483,0.5,0,0
484,0,0,0
485,0.75,0.5,0.5
486,0,0,0
487,0.25,0.75,0.875
488,0,0,0
489,1,1,1
490,1,0.625,0.5
491,1,0.4,0.8
492,0.2857142857142857,0.07142857142857142,0
493,1,0,0
494,0.2,0.4666666666666667,0.5333333333333333
495,0,0,0
496,0.85,0.6,0.6
497,0.3333333333333333,0.3333333333333333,0.16666666666666666
498,0,0,0
499,0,0,0
500,0,0,0
501,0.14285714285714285,0.7142857142857143,1
502,0,0,0
503,0.5,0.5714285714285714,0.5
504,0.75,0.75,0.75
505,0.7142857142857143,0.2857142857142857,0.14285714285714285
506,0.5,0.5,0.5
507,1,1,0
508,0,0.7777777777777778,0.6666666666666666
509,0,0,0
510,0.25,0.75,0.5
511,0.5714285714285714,0.5714285714285714,0.5714285714285714
512,0.5,0.3333333333333333,0
513,1,0.25,0.25
514,0.6666666666666666,0,0
515,0,1,1
516,0,0,0
517,0.8,0.7333333333333333,0.5333333333333333
518,1,0.8571428571428571,0.2857142857142857
519,0.36363636363636365,0.2727272727272727,0
520,1,0,0
521,0.5,0.75,0
522,0.16666666666666666,1,1
523,0,0,0
524,0.9,0.8,0.7
525,1,0.6666666666666666,0
526,1,0.9,0.9
527,1,1,0
528,0.75,0.75,0
529,0,0.8333333333333334,1
530,0,0,0
531,0.5185185185185185,0.5185185185185185,0.2962962962962963
532,0.8,0.6,0.4
533,0.75,0.5,0
534,0,0.5,0.5
535,0,0,0
536,0.25,1,1
537,0,0,0
538,0.7857142857142857,0.8571428571428571,0.42857142857142855
539,1,1,0.8333333333333334
540,1,0.5,0.5
541,1,0,1
542,0.4,0,0
543,0,0.1,0.4
544,0,0,0
545,1,1,0.5
546,0.5,0.25,0.5
547,0.25,0.5,0
548,0,0,0
549,0,0,0
550,0,0,0
551,0,0,0
552,0.5714285714285714,0.5714285714285714,0.5714285714285714
553,0.5,0.3333333333333333,0.3333333333333333
554,0.8,0.5,0.6
555,0,0.75,0.25
556,0.42857142857142855,0.5714285714285714,0
557,0,0,0
558,0,0,0
559,0.9166666666666666,0.6666666666666666,0.5833333333333334
560,0.5333333333333333,0.4666666666666667,0.6666666666666666
561,0.7,0.6,0.7
562,0.8333333333333334,0.8333333333333334,0.5
563,0.5714285714285714,1,0
564,0.3333333333333333,0.6666666666666666,0
565,0,0,0
566,1,0.8333333333333334,0.8333333333333334
567,0.7142857142857143,0.5714285714285714,0.5714285714285714
568,0.7142857142857143,0.8571428571428571,0.8571428571428571
569,0.5,0.7,0.3
570,0,0,0
571,0,0.5,0.5
572,0,0,0
573,0.8,0.8,0.8
574,0.5,0.25,0
575,1,0.75,0.625
576,0.6666666666666666,0.3333333333333333,0.3333333333333333
577,0,0,0
578,1,1,1
579,0,0,0
580,0.8333333333333334,0.5,0.6666666666666666
581,1,1,0.5
582,0.3333333333333333,0.3333333333333333,0.3333333333333333
583,0,0,0
584,0,0,0
585,0.25,0.75,0.75
586,0,0,0
587,1,0,0
588,0,0,0
589,0.3333333333333333,0.6666666666666666,0.3333333333333333
590,1,1,1
591,0,1,0
592,0,0,0
593,0,0,0
594,0,0,0
595,0.5,0.5,0.5
596,1,1,1
597,0,0,0
598,0,0,0
599,0.2,0.4,0.6
600,0,0,0
601,0.3333333333333333,1,1
602,1,1,1
603,0,0,0
604,1,0.5,0.5
605,0,0,0
606,0,0,0
607,0,0,0
608,0,0,0
609,0.3333333333333333,0.6666666666666666,0.3333333333333333
610,1,0,0
611,0,0,0
612,0,1,0
613,0,0.5,0.5
614,0,0,0
615,1,0.5,0.5
616,0,0,0
617,1,1,1
618,1,1,1
619,0.23076923076923078,0.6923076923076923,0.3076923076923077
620,0.75,0.75,0.5
621,0,0,0
622,1,0.8333333333333334,0.8333333333333334
623,1,1,0.6666666666666666
624,0.375,0.75,0.75
625,0.3333333333333333,0.5,0.5
626,1,1,0
627,0.2222222222222222,0.3333333333333333,0.8888888888888888
628,0,0,0
629,0.7142857142857143,0.7142857142857143,0.42857142857142855
630,0,0,0
631,0,0,0
632,1,1,1
633,0,0,0
634,0.3125,0.6875,1.3125
635,0,0,0
636,1,1,1
637,1,1,1
638,0,0,0
639,0,0,0
640,0.5,0.5,0
641,0.14285714285714285,0.8571428571428571,0.8571428571428571
642,0.5,0.25,0.25
643,1,0.3333333333333333,0.6666666666666666
644,0.3333333333333333,0.3333333333333333,0.3333333333333333
645,0,0,0
646,1,0,0
647,0.8,0.6,0
648,0.25,0.5,0.75
649,0,0,0
